,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.008814573287963867,0.0019176742585503192,1.9318993091583252,0.14613914845846093,4,{'n_neighbors': 4},0.6298342541436464,0.6056060007895776,0.631267272009475,0.622235842314233,0.011773617594783972,8
1,0.008011261622111002,0.0013077417404767887,2.132656971613566,0.07153557869139951,8,{'n_neighbors': 8},0.6471981057616417,0.6348203711014607,0.6529806553493881,0.6449997107374968,0.0075751209672637555,7
2,0.0073630015055338545,0.0011135918085988983,2.272306044896444,0.045324946318103,12,{'n_neighbors': 12},0.6720599842146804,0.6490327674694039,0.6612712198973549,0.6607879905271464,0.009407029666749576,1
3,0.01674365997314453,0.005779650204488509,2.2548237641652427,0.040566171926511546,16,{'n_neighbors': 16},0.67008681925809,0.6486379786814055,0.658507698381366,0.6590774987736204,0.008765717117888564,2
4,0.027374664942423504,0.01193696402754048,1.6759331226348877,0.1767177331472802,20,{'n_neighbors': 20},0.6681136543014996,0.6446900908014213,0.6565337544413739,0.6564458331814316,0.009562831845972302,3
5,0.019463777542114258,0.0066704494354389125,1.7768549124399822,0.03539307030552773,24,{'n_neighbors': 24},0.6712707182320442,0.6411369917094355,0.6506119226213976,0.6543398775209591,0.012581298405032672,4
6,0.012474854787190756,0.0021806755228032217,1.8513580958048503,0.02306863386865184,28,{'n_neighbors': 28},0.6629834254143646,0.6454796683774181,0.6466640347414133,0.6517090428443987,0.007986841581480737,5
7,0.012744267781575521,0.0037369074377742767,1.7991708119710286,0.03575479760170698,32,{'n_neighbors': 32},0.6562746645619574,0.6419265692854323,0.6419265692854323,0.6467092677109406,0.006763756978094347,6
